PANTUN,PENGARANG,HIMPUNAN,TEMA,JENIS,RIMA_TENGAH_1,RIMA_TENGAH_2,RIMA_TENGAH_3,RIMA_TENGAH_4,RIMA_AKHIR_1,RIMA_AKHIR_2,RIMA_AKHIR_3,RIMA_AKHIR_4,MARKAH,PERKATAAN
"Bumi kita subur dan mewah,  Teknologi datang mengikut zaman, Khazanah alam satu anugerah,  Kecangihan kini di buang jangan.",FATMA DIYANA BINTI RUDZUAN (SEREMBAN 1),Penggemar Pantun,Sayangi alam sekitar,,ta,tang,lam,ni,wah,man,rah,ngan,18.0,"subur, buang, jangan., mewah,, Bumi, alam, kita, Kecangihan, Khazanah, datang, zaman,, satu, kini, dan, mengikut, anugerah,, di, Teknologi"
khazanah disia serata benua heboh dikeratan hingga kelam rakus manusia meragut semua bangkitlah watan pelihara alam,NURUL HUSNA FATIHAH BINTI NOR HISHAM (SEREMBAN1),Penggemar Pantun,sayangi alam sekitar,jagalah bumi kita / jagalah alam sekitar,a,tan,sia,tan,a,lam,a,lam,23.0,"benua, heboh, bangkitlah, watan, alam, meragut, rakus, dikeratan, hingga, manusia, disia, pelihara, serata, semua, kelam, khazanah"
"Pergi ke taman membawa rakan, Beriadah menghirup udara, Indah sungguh luas pemandangan, Alam sekitar tetap dijaga.",HUSNA HUMAIRA BINTI HILMI,Penggemar Pantun,Sayangi Alam Sekitar,Pantun 4 Kerat,man,dah,guh,tar,kan,ra,ngan,ga,19.0,"ke, Beriadah, rakan,, luas, sungguh, taman, Alam, sekitar, menghirup, dijaga., pemandangan,, udara,, tetap, Indah, membawa, Pergi"
"Cantik indah alam semesta, Dalamnya tersimpan sejuta rahsia, Membawa padah si rakyat jelata, Jika tidak berkorban menjaga dunia.",Puteri Airyn Alysa Binti Megat Mohammed Mahathir(rembau),Penggemar Pantun,Sayangi Alam Sekitar,Pantun nasihat,dah,pan,dah,ban,ta,a,ta,a,19.0,"semesta,, Cantik, Membawa, padah, tersimpan, Jika, dunia., alam, Dalamnya, si, jelata,, berkorban, rakyat, indah, rahsia,, tidak, sejuta, menjaga"
"Indah bumi ini tidak terperi, Menjadi bukti kurnia Ilahi, Bumi ini jangan dicemari, Kelak nanti tepuk dahi.",Nur Hafizah binti Mohamed Akram,Penggemar Pantun,Sayang Alam Sekitar,4 kerat,ni,ti,ni,ti,ri,hi,ri,hi,20.0,"nanti, jangan, Bumi, tepuk, bukti, Menjadi, dicemari,, Ilahi,, dahi., terperi,, tidak, bumi, ini, Kelak, Indah, kurnia"
"Lima kelopak bunga raya; Dipancar biasan cahaya purnama, Bumi dirompak ditimbusnya paya; Dimanakah ihsan kita bersama.",ALYIRWANSHAHBINAZMANKUALAPILAH,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Bumi Kita,pak,san,pak,san,ya,ma,ya,ma,24.0,"kelopak, biasan, ihsan, Bumi, Dimanakah, raya;, ditimbusnya, kita, Lima, bunga, paya;, bersama., dirompak, Dipancar, cahaya, purnama,"
"Pucuk paku ulam pegaga ,  Makan pula bersama Cik Hani ,  Jika alam sekitar dijaga ,  Pasti hidup kita harmoni",NURFITRI DANIA,Penggemar Pantun,Sayangi Alam Sekitar,,ku,la,lam,dup,ga,ni,ga,ni,21.0,"Jika, pegaga, ,, Makan, hidup, Pucuk, alam, kita, harmoni, Cik, ulam, pula, bersama, sekitar, dijaga, Hani, Pasti, paku"
"Pergi iftar bersama keluarga, Membeli kurma sungguh berkualiti. Alam sekitar perlu dipulihara, Milik bersama semua generasi.",NIKNURIMANISEREMBAN1,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar,tar,ma,tar,ma,ga,ti,ra,si,20.0,"keluarga,, Membeli, kurma, generasi., berkualiti., sungguh, bersama, Alam, sekitar, dipulihara,, perlu, Milik, iftar, semua, Pergi"
"Indahnya flora diterangi sang rembulan, Malam Aidilfitri bersama keluarga, Kehidupan mesra alam jadi amalan, Dunia lestari bumi kita terjaga",SURAYA HANI BINTI SULIZMIE AFFENDY SMKA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Bumi Kita / 4 kerat,ra,ri,ra,ri,lan,ga,lan,ga,20.0,"Indahnya, lestari, terjaga, Kehidupan, amalan,, keluarga,, sang, Aidilfitri, jadi, bersama, flora, rembulan,, mesra, kita, Dunia, Malam, diterangi, alam, bumi"
"teriknya suria membahang jalanan, raja di rimba tinggallah belang, seantero beria naikkan bangunan, kasihkan bumi plastik dikurang",NUR AISYAH FARHANI SHAHROM SHAMS,Penggemar Pantun,SAYANGI ALAM SEKITAR,PANTUN 4 KERAT,a,ba,a,mi,,lang,,rang,20.0,"bumi, dikurang, tinggallah, naikkan, belang,, jalanan,, rimba, kasihkan, suria, beria, membahang, raja, seantero, di, bangunan,, plastik, teriknya"
"Gunung-ganang jangan ditarah, Jangan sampai jatuh ke benteng, Marilah kita prihatin bersama,   jangan sesekali memandang enteng,",LUQMAN HAKIM BIN MOHAMAD HAFIZ SMKA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah bumi kita/Jagalah alam sekitar,nang,pai,ta,li,rah,teng,ma,teng,21.0,"sampai, jangan, sesekali, kita, Gunung-ganang, prihatin, benteng,, enteng,, Marilah, ditarah,, Jangan, memandang, bersama,, ke, jatuh"
Pergi hutan bersama Pak Lan Membawa pelam bersama-sama Jagalah hutan jadikan amalan Menjaga alam tanggungjawab bersama.,Siti Sophia,Penggemar Pantun,Sayangi alam sekitar,Jagalah alam sekitar,tan,lam,tan,lam,lan,ma,lan,ma,23.0,"Membawa, amalan, hutan, Lan, pelam, Jagalah, alam, Menjaga, bersama-sama, bersama, tanggungjawab, Pak, bersama., jadikan, Pergi"
"ditepi kali menanam peria, terasa kaki disengat si lipan; jangan sirunakan sinar suria, kelak merana seluruh hidupan",ayuni smk(j),Penggemar Pantun,sayangi alam sekitar,pantun 4 baris serangkap,li,ki,kan,na,a,pan,a,pan,23.0,"disengat, terasa, menanam, jangan, kelak, sinar, suria,, si, merana, ditepi, seluruh, kali, sirunakan, lipan;, peria,, hidupan, kaki"
Hutan tersimpan pelbagai perkara Si belang terkenal keberaniannya Alam sekitar perlu dipelihara Agar kekal buat selamanya,"NUR AINI, SHAMS",Penggemar Pantun,Sayangi Alam sekitar,4 kerat,pan,nal,tar,kal,ra,nya,ra,nya,22.0,"kekal, dipelihara, tersimpan, Hutan, Agar, pelbagai, selamanya, keberaniannya, Si, Alam, sekitar, belang, perlu, terkenal, perkara, buat"
"Pergi ke kuala menggali halia, Tepi dermaga berlabuh bahtera;  Kitar semula amalan mulia, Alam terjaga rakyat sejahtera.",SHU'AIBSEREMBAN1,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah bumi kita,la,ga,la,ga,a,ra,a,ra,24.0,"mulia,, amalan, halia,, menggali, Kitar, Tepi, sejahtera., terjaga, rakyat, Alam, semula, berlabuh, bahtera;, kuala, ke, Pergi, dermaga"
"andini bertapa sebentar di kota, terasa lapar menjamah kurma, buana dikurnia oleh Sang Pencipta, tanggungan khalifah jaga bersama",NUR FARISSA DANIA SHAMS,Penggemar Pantun,Sayangi alam sekitar,4 kerat,pa,par,nia,fah,ta,ma,ta,ma,21.0,"sebentar, kurma,, khalifah, terasa, Sang, menjamah, bertapa, kota,, andini, Pencipta,, tanggungan, bersama, lapar, jaga, oleh, dikurnia, di, buana"
"INDAHNYA ALAM NIAN TERBENTANG, DARI HULU HINGGA KE KUALA, BUAT SANTAPAN CUCUNDA MENDATANG, ALAM SEKITAR DIJAGA SENTIASA,",MUHAMMAD HASBI SHAH BIN RAZLAN,Penggemar Pantun,ALAM SEKITAR,PANTUN NASIHAT,lam,lu,pan,tar,tang,la,tang,sa,20.0,"SEKITAR, HINGGA, SANTAPAN, KUALA,, DARI, KE, SENTIASA,, MENDATANG,, BUAT, DIJAGA, ALAM, HULU, CUCUNDA, INDAHNYA, NIAN, TERBENTANG,"
"Bahari semesta nyaman dirasa, Deruan pawana membawa cengkaman, Hargai alam ciptaan yang Esa; Pelihara dan nikmati sepanjang zaman.",PUTRIE BALQIS BINTI NOORSYAHARIN ( SEREMBAN 1 ),Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar.,ta,na,lam,dan,sa,man,sa,man,18.0,"pawana, yang, semesta, Bahari, Deruan, alam, dan, Pelihara, nikmati, Esa;, zaman., cengkaman,, ciptaan, Hargai, nyaman, membawa, dirasa,, sepanjang"
"Kuat sungguh bunyi halilintar, Sabung-menyabung hingga ke petang, Jagalah kita alam sekitar, Bekal generasi akan datang.",NURKAISAH KHAIRINA JEMPOL,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar / Jagalah Bumi Kita,guh,bung,ta,si,tar,tang,tar,tang,23.0,"akan, Jagalah, datang., alam, Bekal, generasi, bunyi, petang,, halilintar,, kita, hingga, sungguh, Kuat, Sabung-menyabung, ke, sekitar,"
"Bermain gitar penuh tenaga, Diiringi vokal penuh irama; Alam sekitar mesti dijaga, Supaya kekal selama-lama.",Adam Uwais SMKA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah alam sekitar,tar,kal,tar,kal,ga,ma,ga,ma,24.0,"kekal, penuh, vokal, irama;, tenaga,, Bermain, gitar, Diiringi, Alam, sekitar, Supaya, mesti, selama-lama., dijaga,"
"Cerah pagi  melur mengembang, Dipetik rambai tika melatar ; Walau teknologi terus berkembang, Jangan diabai alam sekitar.",ADAM ISKANDAR BIN MOHD YUSRI,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Bumi Kita,gi,bai,gi,bai,bang,tar,bang,tar,23.0,";, mengembang,, teknologi, alam, pagi, Cerah, melur, berkembang,, sekitar., tika, melatar, diabai, terus, Walau, rambai, Dipetik, Jangan"
"Subur melata tumbuh kedangsa, Pohonnya rendang di Tanah Betawi; Bumi derita diracun sisa,  Kempen dicanang memulih pertiwi.",FAHRINA BINTI SAMSUL REMBAU,Penggemar Pantun,Sayangi Bumi Menginsani Teknologi,Jagalah Bumi Kita,ta,dang,ta,nang,sa,wi,sa,wi,22.0,"Pohonnya, kedangsa,, rendang, pertiwi., Bumi, sisa,, Tanah, dicanang, memulih, Subur, Betawi;, diracun, derita, melata, di, tumbuh, Kempen"
"Indah suasana di tepi tangga,    melayan karenah sakit gusi, flora dan fauna perlu dijaga,    agar khazanah dapat diwarisi,",Nurzulaiha binti Rohadzad,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah alam sekitar,na,nah,na,nah,ga,si,ga,si,24.0,"melayan, agar, suasana, khazanah, dijaga,, tangga,, gusi,, sakit, karenah, diwarisi,, fauna, perlu, dan, flora, di, tepi, dapat, Indah"
"Singgah sebentar membeli laksa, Rayu cinta isteri cemburu; Alam sekitar jangan binasa, Waris harta generasi baru.",IRENEDANIELIASEREMBAN1,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar,tar,ta,tar,ta,sa,ru,sa,ru,25.0,"sebentar, Rayu, isteri, cemburu;, jangan, binasa,, cinta, generasi, baru., harta, Alam, sekitar, Waris, Singgah, membeli, laksa,"
Awan disulam beralun sakti Bulan kelam kembang menari Khazanah alam menjadi identiti Abadi alam biar berseri,"safi syafiha (daerah port dickson, smk yam tuan radin)",Penggemar Pantun,,,lam,lam,lam,lam,ti,ri,ti,ri,23.0,"Abadi, disulam, alam, identiti, biar, berseri, Khazanah, Bulan, menjadi, kembang, sakti, menari, beralun, kelam, Awan"
"Tanah datar tersergam istana, Berdiri panglima negara dijagai; Alam sekitar aset berguna, Mari bersama kita hargai.",DAYANGSEREMBAN1,Penggemar Pantun,SAYANGI ALAM SEKITAR,JAGA ALAM SEKITAR,tar,ma,tar,ma,na,gai,na,gai,23.0,"berguna,, negara, hargai., tersergam, datar, kita, Berdiri, panglima, Mari, Alam, sekitar, bersama, dijagai;, istana,, aset, Tanah"
"Si ulat bersisik hinggap di dahan, Pergi ke sebelah mencari makan, Sungai dan tasik anugerah tuhan, Usaha kitalah melestarikan.",HANHANNYPORTDICKSON,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah alam sekitar,sik,lah,sik,lah,han,kan,han,kan,25.0,"bersisik, sebelah, melestarikan., kitalah, mencari, di, ke, hinggap, Usaha, ulat, tuhan,, tasik, anugerah, dahan,, dan, Pergi, makan,, Sungai, Si"
"Ikan herling ditepi telaga, Galak meloncat terselit akar, Alam sekeliling mesti dijaga, Gerak terjalin lestari sekitar",ELYSSAAYUMISEREMBAN 1,Penggemar Pantun,Sayangi Alam Sekitar,Pantun 4 kerat,ling,cat,ling,lin,ga,kar,ga,tar,22.0,"akar,, telaga,, meloncat, Galak, terselit, Gerak, herling, lestari, terjalin, ditepi, Alam, sekeliling, sekitar, mesti, dijaga,, Ikan"
"Menanam keladi di taman desa,  Tumbuh kembang subur melata,  Kerana tangan alam binasa, Manusia merana tanggung derita.",MUHAMMAD FARIZ IRSYAD BIN MOHD FADIL (KUALA PILAH),Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar,di,bang,ngan,na,sa,ta,sa,ta,21.0,"subur, melata,, tangan, Menanam, alam, binasa,, keladi, merana, Tumbuh, Kerana, taman, kembang, derita., Manusia, di, tanggung, desa,"
"Hembus pawana menggoncang dahan Hilang hening kesunyian malam Indahnya buana kurniaan Tuhan, Tiada panorama seindah alam.",NURUL AFRINA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,4 kerat,na,ning,na,ma,han,lam,han,lam,22.0,"pawana, Indahnya, seindah, panorama, malam, Tuhan,, alam., kurniaan, Hilang, kesunyian, Hembus, hening, menggoncang, dahan, buana, Tiada"
"Lauk dihidang sayur pegaga,  Jangan tersia setiap peluang, Hijau padang harus dijaga,  Agar manusia dan hijau takkan hilang",Siti Ai’shah Bt Mohd Azhar,Penggemar Pantun,Sayangi Alam Sekitar,Pantun Nasihat,dang,a,dang,dan,ga,ang,ga,lang,20.0,"dihidang, hijau, dan, peluang,, Agar, Hijau, harus, takkan, setiap, padang, manusia, Jangan, Lauk, tersia, sayur, pegaga,, hilang, dijaga,"
"Mawar berduri di tepi perigi, Lantai perigi daripada marmar, Marilah kita pelihara bumi, Agar ia tidak tercemar",Farisa Dayana SMKA SHAMS SEREMBAN,Penggemar Pantun,Sayangi Alam Sekitar,tiada,ri,gi,ta,a,gi,mar,mi,mar,20.0,"bumi,, perigi,, Mawar, Agar, Lantai, daripada, kita, ia, marmar,, tercemar, Marilah, pelihara, tidak, perigi, di, tepi, berduri"
Apabila hari bertambah kelam Lari dara membawa pelita Marilah duhai lestarikan alam Alam terpelihara hidup bahagia,MUHAMMAD NAZIM BIN ZAINAL (SEREMBAN 2),Penggemar Pantun,Sayangi alam sekitar,Jagalah alam sekitar,ri,ra,hai,ra,lam,ta,lam,gia,20.0,"hari, duhai, hidup, membawa, pelita, terpelihara, alam, lestarikan, Lari, dara, bahagia, Alam, Apabila, Marilah, kelam, bertambah"
"Lembut lidah memujuk tuan,     Santun bicara menambat hati, Bumi indah anugerah Tuhan,  Sepenuh jiwa kita sayangi",Zafidatul 'Afiyah Port Dickson,Penggemar Pantun,Sayangi Bumi Kita,pantun empat kerat,dah,ra,dah,wa,an,ti,han,ngi,19.0,"anugerah, Santun, sayangi, bicara, Bumi, Tuhan,, Sepenuh, kita, jiwa, memujuk, tuan,, lidah, menambat, indah, hati,, Lembut"
"Terbang menari si burung merparti  Singgah sebentar di pohon tamar, Didik diri seiya sehati  Alam sekitar tidak tercemar",AISYAH BATRISYIA BINTI YAHYA SEREMBAN,Penggemar Pantun,Sayangi alam sekitar,Jagalah alam sekitar,ri,tar,ri,tar,ti,mar,ti,mar,23.0,"tamar,, sebentar, seiya, Terbang, merparti, sehati, Didik, si, tercemar, Alam, pohon, diri, Singgah, sekitar, tidak, menari, di, burung"
"Terbang camar di pinggir kota,  Air perigi kering di muara , Alam tercemar insan derita, Imbang teknologi alam terpelihara.",NAJWANURALYAA_SMKBBSS_SEREMBAN2,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah alam sekitar,mar,gi,mar,gi,ta,ra,ta,ra,20.0,",, Terbang, insan, kering, derita,, teknologi, alam, camar, tercemar, kota,, Alam, pinggir, muara, Imbang, perigi, terpelihara., di, Air"
"Bulan purnama menghiasi malam, Terangnya cahaya bergemerlapan, Prihatin bersama menjaga alam, Buat seraya generasi hadapan.",NUR HUSNA BINTI MOHD TARMIZI SEREMBAN 2,Penggemar Pantun,SAYANGI ALAM SEKITAR,JAGALAH ALAM SEKITAR,ma,ya,ma,ya,lam,pan,lam,pan,24.0,"malam,, seraya, Buat, purnama, generasi, Bulan, Prihatin, bersama, menghiasi, Terangnya, bergemerlapan,, alam,, menjaga, hadapan., cahaya"
"Suasana pagi kian hilang, Dinikmati arjuna makhluk Pencipta, Dihargai juga insan terbilang, Marilah menjaga Bumi kita",Alysa Farhanah SMKA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,Pantun Nasihat,na,na,ga,ga,lang,ta,lang,ta,21.0,"Dihargai, arjuna, menjaga, insan, Bumi, pagi, kita, kian, Pencipta,, makhluk, juga, terbilang,, Marilah, Dinikmati, Suasana, hilang,"
"Berehat sebentar di anak tangga, Sambil merasa si buah bidara; Alam sekitar perlu dijaga, Hidup sentosa negara sejahtera.",TEEWEIQISEREMBAN2,Penggemar Pantun,Sayangilah Alam Sekitar,Pantun Empat Kerat,tar,sa,tar,sa,ga,ra,ga,ra,24.0,"Sambil, sebentar, merasa, Hidup, negara, anak, tangga,, si, sejahtera., Berehat, Alam, sekitar, sentosa, perlu, buah, bidara;, di, dijaga,"
"Banyak kegunaan pokok bunga, Sentiasa dihinggap si rama-rama, Alam sekitar hendaklah dijaga, Udara bersih dihirup bersama.",ARIFAH MUZAINAH BINTI AZIZUL   SEREMBAN 2,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar,naan,gap,tar,sih,nga,ma,ga,ma,20.0,"dihinggap, kegunaan, bersih, hendaklah, Sentiasa, si, pokok, Alam, Banyak, bunga,, sekitar, Udara, dihirup, bersama., dijaga,, rama-rama,"
"Baju kurung baju kebaya, Sungguh manis jika dipakai, Bumi dijaga alam dipelihara, Udara segar hadiah bernilai.",JANNAH JEMPOL,Penggemar Pantun,SAYANGI ALAM SEKITAR,JAGALAH BUMI KITA,rung,nis,ga,gar,ya,kai,ra,lai,18.0,"manis, Sungguh, segar, Bumi, alam, dipakai,, hadiah, bernilai., dijaga, Udara, Baju, baju, kurung, kebaya,, jika, dipelihara,"
Pohon merbau tepian telaga Gugur ditaman daun sehelai Bumi menghijau mari dijaga Khazanah tuhan tiada ternilai,PUTRIJEMPOL/JELEBU,Penggemar Pantun,Sayangi alam sekitar,Jagalah bumi kita,bau,man,jau,han,ga,lai,ga,lai,22.0,"ditaman, Pohon, sehelai, tepian, Bumi, Khazanah, Gugur, tiada, merbau, tuhan, telaga, daun, menghijau, mari, dijaga, ternilai"
Dua tiga kucing berlari Mana nak sama si kayang Empat tembaga boleh kucari Insanak alam ku sayang,Muhammad Aqil Nufayl SMKA SHAMS,Penggemar Pantun,"Sayangi Bumi, Menginsani Teknologi",Sayangi alam sekitar,ga,nak,ga,nak,ri,yang,ri,yang,20.0,"sama, Insanak, ku, sayang, Mana, alam, kucari, kucing, nak, si, boleh, kayang, tembaga, Dua, tiga, berlari, Empat"
Murai berkicau di dahan mempelam Terbangnya tinggi bertenggek di khemah Banjaran menghijau hiasan alam Mari santuni penuh berhemah,HAZIRAHJEMPOL/JELEBU,Penggemar Pantun,Sayangilah Alam Sekitar,Jagalah alam sekitar,cau,gi,jau,ni,lam,mah,lam,mah,22.0,"penuh, tinggi, Terbangnya, khemah, mempelam, alam, bertenggek, berkicau, Mari, Murai, hiasan, santuni, menghijau, di, dahan, Banjaran, berhemah"
"indah sungguh dimusim semi, harum bunganya sentiasa mekar, jagalah alam wahai makhluk bumi, semoga hidup sentiasa segar",DAMIA QASHREENA IRDINA BT NOR NADZURI SEREMBAN1,Penggemar Pantun,sayangi alam sekitar,,guh,nya,lam,dup,mi,kar,mi,gar,20.0,"hidup, sentiasa, bumi,, segar, alam, semoga, harum, wahai, sungguh, indah, makhluk, mekar,, bunganya, dimusim, semi,, jagalah"
Awan indah tidak terperi Melur mekar di tanah rata Perlulah kita manusia sedari Tanpa alam binasalah kita,NIZZAH NAJLAH BINTI MUHAMMAD WAFI (SMKA SHAMS),Penggemar Pantun,Sayangi Alam Sekitar,4 kerat,dah,kar,ta,lam,ri,ta,ri,ta,22.0,"sedari, rata, mekar, tanah, Tanpa, kita, terperi, Melur, alam, indah, manusia, tidak, binasalah, di, Perlulah, Awan"
"Manisnya buah pohon cemara , Termakan helang diatas papan, Bumi bertuah bersih sejahtera ,  Generasi cemerlang negara mampan.",VIVI_SMJK CHIWEN_JEMPOL,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah bumi kita,ah,lang,ah,lang,ra,pan,ra,pan,24.0,",, bersih, negara, cemerlang, Bumi, papan,, Generasi, cemara, Manisnya, pohon, diatas, bertuah, buah, sejahtera, Termakan, mampan., helang"
Malam hari tidur bersendiri Siang hari menuai padi Sayangi bumi seperti diri  Agar alam sekitar kekal abadi,Muhammad Aiman bin Mazrulnizam SMKA SHAMS SEREMBAN 1,Penggemar Pantun,"Sayangi Bumi, Menginsani Teknologi",Jagalah bumi kita Jagalah alam sekitar,ri,ri,mi,tar,ri,di,ri,di,22.0,"hari, kekal, abadi, tidur, alam, bersendiri, Agar, seperti, padi, Siang, sekitar, menuai, diri, bumi, Malam, Sayangi"
"Pohon segar di hutan belantara, Sinar mentari menghiasi mata, Alam sekitar perlu dipelihara, Agar dirasai generasi muda",Nur Damia Husna Bt. Saiful Azuar SMKA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar,di,ri,tar,i,ra,ta,ra,da,21.0,"hutan, segar, muda, generasi, Pohon, Agar, mata,, belantara,, Alam, sekitar, menghiasi, Sinar, mentari, perlu, di, dirasai, dipelihara,"
"Pak abu bersama anaknya , Pergi ke pasar membeli sayur, Alam sekitar dijaga bersama, Agar dinikmati generasi seterusnya.",ANIS SAMIHAH SMKA SHAMS,Penggemar Pantun,"Sayangi Bumi, Menginsani Teknologi",Pantun 4 kerat,bu,sar,tar,ti,nya,yur,ma,nya,13.0,",, seterusnya., generasi, Agar, abu, pasar, sayur,, bersama, Alam, sekitar, dijaga, dinikmati, Pak, bersama,, anaknya, membeli, ke, Pergi"
"Sekuntum bunga indah dipetik, Tumbuh merata di titian besi, Alam sekitar dihiasi cantik, Sebagai santapan semua generasi.",RifqyMikael Bin Roselee_SMK ST PAUL_Negeri Sembilan,Penggemar Pantun,Sayangi Alam Sekitar,Pantun empat kerat,nga,ta,tar,pan,tik,si,tik,si,18.0,"semua, dipetik,, generasi., Tumbuh, Sekuntum, cantik,, indah, merata, Alam, bunga, sekitar, santapan, Sebagai, dihiasi, di, titian, besi,"
"Kapal berlayar merentas sumatra, Demi keluarga mencari harta, Alam sekitar khazanah negara, Perlulah dijaga rakyat jelata.",Irfan Zahari SMKA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar,yar,ga,tar,ga,ra,ta,ra,ta,24.0,"keluarga, sumatra,, harta,, Kapal, berlayar, Perlulah, merentas, rakyat, Alam, sekitar, Demi, mencari, negara,, dijaga, khazanah, jelata."
"terasa gementar terkelu lidah, permainan lasak dimain omar, alam sekitar sangatlah indah, jangan dirosak jangan dicemar.",Muhammad Iqbaal Bin Mohd Faizal,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Bumi Kita/ Jagalah Alam Sekitar,tar,sak,tar,sak,dah,mar,dah,mar,25.0,"dirosak, terasa, jangan, sangatlah, alam, indah,, omar,, lidah,, sekitar, lasak, permainan, dicemar., terkelu, gementar, dimain"
Pohon merbau tepian telaga Gugur ditaman daun sehelai Bumi menghijau mari dijaga Khazanah tuhan tiada ternilai,PUTRIJEMPOLDANJELEBU,Penggemar Pantun,Sayangilah Alam Sekitar,Pantun 4 kerat,bau,man,jau,han,ga,lai,ga,lai,22.0,"ditaman, Pohon, sehelai, tepian, Bumi, Khazanah, Gugur, tiada, merbau, tuhan, telaga, daun, menghijau, mari, dijaga, ternilai"
Murai berkicau didahan mempelam Terbangnya tinggi bertenggek di khemah Banjaran menghijau hiasan alam Mari santuni penuh berhemah,HAZIRAHJEMPOL/JELEBU,Penggemar Pantun,Sayangilah Alam Sekitar,Pantun 4 Kerat,cau,gi,jau,ni,lam,mah,lam,mah,22.0,"penuh, didahan, Terbangnya, tinggi, mempelam, khemah, alam, bertenggek, berkicau, Mari, Murai, hiasan, santuni, menghijau, di, Banjaran, berhemah"
"Jiwa lara bermadah kiasan, Kekasih merantau tiadanya pulang; Merintih flora ditarah insan, Bumi menghijau seri menghilang.",NURULAINBINTIAJISDAULAEJEMPOLJELEBU,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Bumi KIta / Jagalah Alam Sekitar,ra,tau,ra,jau,san,lang,san,lang,23.0,"lara, pulang;, merantau, insan,, Bumi, menghilang., kiasan,, tiadanya, Merintih, menghijau, bermadah, ditarah, flora, Jiwa, Kekasih, seri"
"surat risalah bertulisan rumi, maka dihantar ke negara roman. alam sekitarlah warisan bumi, hendaklah dijaga sepanjang zaman.",Nur Fikriyyah Ainaa SMKA SHAMS,Penggemar Pantun,Sayangi alam sekitar,Jagalah alam sekitar,lah,tar,lah,ga,mi,man,mi,man,24.0,"surat, negara, sekitarlah, rumi,, warisan, bumi,, alam, hendaklah, zaman., bertulisan, dihantar, maka, dijaga, risalah, roman., ke, sepanjang"
